station_name,station_geo,capacity,total_activity,count
Oberkampf - République,"48.86545,2.37603",24,11313.0,7866
Saint-Honoré - 29 juillet,"48.86557,2.33057",20,8330.0,7866
Turbigo - Réaumur,"48.86557,2.35642",31,15113.0,7866
Temple - Charlot,"48.86571,2.36527",45,7927.0,7737
Belles Feuilles - Place de Mexico,"48.86580,2.28292",23,4581.0,7866
Richard Lenoir - Jean-Pierre Timbaud,"48.86580,2.36934",36,9593.0,7813
Benjamin Godard - Victor Hugo,"48.86598,2.27572",35,5746.0,7866
Place des Victoires,"48.86604,2.34203",24,8402.0,7866
Sainte-Elisabeth - Turbigo,"48.86610,2.35965",33,13060.0,7866
Saint-Denis - Réaumur,"48.86611,2.35078",32,11851.0,7866
Cambon - Rivoli,"48.86614,2.32518",40,12864.0,7866
Square des Amandiers,"48.86616,2.38913",12,5822.0,7866
Bachaumont - Montmartre,"48.86617,2.34498",33,9701.0,7866
Pierre Levée - Fontaine Timbaud,"48.86633,2.37112",23,11658.0,7815
Saint-Didier - Raymond Poincaré,"48.86642,2.28586",17,5126.0,7866
Thérèse - Opéra,"48.86648,2.33443",25,8311.0,7866
Ménilmontant - Oberkampf,"48.86662,2.38301",40,16392.0,7866
Richard Lenoir - Republique,"48.86672,2.36925",58,8536.0,7818
Petit Palais,"48.86677,2.31577",43,7316.0,7866
Ventadour - Opéra,"48.86681,2.33439",27,7770.0,7866
Place de la République - Voltaire,"48.86683,2.36548",19,10771.0,7562
François 1er - Montaigne,"48.86689,2.30668",29,6653.0,7866
Chabanais - Petits Champs,"48.86704,2.33672",30,5664.0,6651
Square Pierre Lazareff,"48.86714,2.34839",17,12118.0,7866
Place de la République - Temple,"48.86721,2.36355",18,13757.0,7547
Mairie du 2ème,"48.86722,2.34046",28,5362.0,7866
Villiers de l'Isle Adam - Pyrénées,"48.86736,2.39622",20,7216.0,7866
Galilée - Kléber,"48.86741,2.29078",33,7096.0,7866
Pont de Suresnes,"48.86742,2.22589",52,6494.0,7866
Square Emile - Chautemps,"48.86743,2.35364",25,10771.0,7795
Cléry - Montmartre,"48.86746,2.34452",44,11070.0,7866
Lieutenant Chauré - Etienne Marey,"48.86746,2.40597",20,4252.0,7866
Danielle Casanova - Opéra,"48.86764,2.33339",20,8044.0,7866
Caire - Dussoubs,"48.86785,2.34936",40,8914.0,7866
Romainville - Vaillant-Couturier,"48.86785,2.44675",38,4944.0,7866
Faubourg Du Temple - Republique,"48.86787,2.36490",38,16370.0,7555
Parmentier - Fontaine au Roi,"48.86788,2.37271",48,14687.0,7691
Gambetta - Hôpital Tenon,"48.86793,2.40098",35,9694.0,7826
Jean-Pierre Timbaud - Vaucouleurs,"48.86794,2.37789",47,9182.0,4747
Victor Hugo - La Pompe,"48.86795,2.28146",41,8882.0,7866
Etienne Dolet - Place Maurice Chevalier,"48.86798,2.38514",33,7852.0,7866
Le Vau - Maurice Bertaux,"48.86803,2.41103",25,4115.0,7866
Bassano -  Iéna,"48.86814,2.29615",15,4108.0,7866
Réaumur - Montmartre,"48.86823,2.34383",19,6465.0,7866
Danielle Casanova - Place Vendôme,"48.86827,2.33048",37,10577.0,7866
Bibliothèque Nationale,"48.86829,2.33809",17,5812.0,7866
Jules Ferry - Faubourg du Temple Paris,"48.86840,2.36789",58,15026.0,7813
Mairie de Bagnolet,"48.86842,2.41796",28,6663.0,7866
René Boulanger - Lancry,"48.86854,2.36000",62,13292.0,7816
Sorbier - Ménilmontant,"48.86854,2.38977",24,9052.0,7866
Suresnes - Muette à Neuilly,"48.86857,2.26600",30,4400.0,7866
Porte Saint-Martin,"48.86860,2.35570",35,11551.0,7866
Aboukir - Alexandrie,"48.86868,2.35020",21,8344.0,7866
Place Du Général De Gaulle,"48.86876,2.43299",26,4959.0,7866
Flandrin - Longchamp,"48.86878,2.27435",42,4333.0,4061
18 juin 1940 - Buzenval,"48.86881,2.18543",25,719.0,7866
Marceau - Chaillot,"48.86883,2.29900",21,4577.0,7866
Belleville - Couronnes,"48.86883,2.38099",50,11000.0,7866
Filles Saint-Thomas - Place de la Bourse,"48.86890,2.33975",58,12041.0,7866
Boyer - Ménilmontant,"48.86890,2.39198",19,6204.0,7866
Bourse du Travail,"48.86898,2.36234",17,10888.0,7694
Jeûneurs - Mulhouse,"48.86900,2.34693",28,9450.0,7866
Daunou - Louis le Grand,"48.86911,2.33251",17,6253.0,7866
Porte de Ménilmontant,"48.86915,2.40932",15,4318.0,7866
Parmentier - Abel rabaud,"48.86921,2.37169",53,12434.0,7866
Place de la Madeleine - Royale,"48.86923,2.32442",26,11331.0,7866
Lauriston - Copernic,"48.86926,2.28992",19,1216.0,2534
Pyrénées - Ménilmontant,"48.86933,2.39508",26,6826.0,7866
Haxo - Surmelin,"48.86944,2.40540",21,4976.0,7866
Marignan - Champs-Elysées,"48.86950,2.30661",35,5337.0,7866
Paul Signac - Aristide Briand,"48.86950,2.45023",35,4843.0,7866
François 1er - Lincoln,"48.86952,2.30243",31,4758.0,7866
Strasbourg - Saint-Denis,"48.86960,2.35429",16,11596.0,7787
Jean Mermoz - Champs-Elysées,"48.86969,2.31073",33,9074.0,7866
Godot de Mauroy - Madeleine,"48.86979,2.32635",22,9754.0,7866
Choiseul - Quatre Septembre ,"48.86994,2.33600",44,8909.0,7866
Mazagran - Bonne Nouvelle,"48.87005,2.35112",25,8462.0,7866
Pierre Charron - Champs-Elysées,"48.87010,2.30435",32,7059.0,7866
Square des Saint-Simoniens,"48.87018,2.39673",25,6052.0,7866
Raymond Poincaré - Place Victor Hugo,"48.87031,2.28507",25,6241.0,7866
Saint-Marc - Feydeau,"48.87031,2.34198",37,6739.0,7866
Henri Chevreau - Couronnes,"48.87033,2.38878",27,7074.0,7866
Georges V - François 1er,"48.87034,2.30082",22,2865.0,7866
Parc de Belleville - Julien Lacroix,"48.87035,2.38422",26,6030.0,7866
Malesherbes - Place de la Madeleine,"48.87041,2.32324",67,14965.0,7866
George V - Christophe Colomb,"48.87046,2.30104",24,4676.0,7866
Colisée - Champs-Elysées,"48.87048,2.30762",24,2918.0,6326
Louis le Grand - Italiens,"48.87051,2.33405",33,9770.0,7866
Ménilmontant - Pelleport,"48.87068,2.39896",19,6047.0,7866
Cité Riverin - Château d'Eau ,"48.87070,2.35874",18,9880.0,7866
Université Paris Dauphine,"48.87071,2.27487",70,3780.0,3741
Pierre et Marie Curie - Julien Grimau,"48.87071,2.42410",18,2051.0,7866
Hauteville - Bonne Nouvelle,"48.87077,2.34965",17,9946.0,7866
Uzès - Montmartre,"48.87079,2.34310",29,7719.0,7866
Verdun - Place Henri IV,"48.87080,2.22770",26,3512.0,7866
Crevaux - Bugeaud,"48.87081,2.28115",31,3178.0,7866
Saint-Fiacre - Poissonière,"48.87083,2.34592",35,9007.0,7866
Metz - Faubourg Saint-Denis,"48.87089,2.35352",48,15939.0,7866
Place Jacques Bonsergent,"48.87095,2.36120",33,14671.0,7866
Ramponeau - Belleville,"48.87103,2.37906",44,9606.0,7866
Alibert - Jemmapes,"48.87104,2.36610",60,15851.0,7866
Portugais - Kléber,"48.87121,2.29373",26,5295.0,7866
Gambetta - Saint Fargeau,"48.87124,2.40391",24,7090.0,7825
Mairie de Rosny-sous-Bois,"48.87126,2.48658",30,1877.0,7866
Vivienne - Montmartre,"48.87135,2.34146",39,10173.0,7866
Paul Valery - Victor Hugo,"48.87137,2.28871",35,4129.0,7866
Parmentier - Hôpital Saint-Louis,"48.87138,2.36990",43,9814.0,7866
Boétie - Ponthieu,"48.87142,2.30768",33,7464.0,7866
Favart - Italiens,"48.87145,2.33829",17,6266.0,7866
Matignon - Faubourg Saint-Honoré,"48.87148,2.31398",36,8028.0,7866
Rougemont - Poissonnière,"48.87161,2.34587",30,8775.0,7866
Marseille - Beaurepaire,"48.87162,2.36393",55,15539.0,7866
Galilée - Vernet,"48.87172,2.29854",17,3356.0,7866
Buisson Saint-Louis - Saint-Maur,"48.87175,2.37225",19,9521.0,7866
Champs-Elysees - Bassano,"48.87181,2.30024",25,3555.0,4615
Laffitte - Italiens,"48.87182,2.33720",33,7300.0,7866
Piat - Parc de Belleville,"48.87196,2.38498",21,6097.0,7866
Pyrénées - Emmery,"48.87201,2.39204",40,8212.0,7866
Mairie du 10ème,"48.87209,2.35758",19,9856.0,7866
Boudreau - Auber,"48.87219,2.32942",14,8460.0,7866
Enghien - Faubourg Poissonnière,"48.87242,2.34840",16,4323.0,4622
Chaussée d'Antin - Haussmann,"48.87243,2.33359",28,8303.0,7866
Saint-Fargeau - Mortier,"48.87267,2.40791",33,5897.0,7866
Villette - Belleville,"48.87269,2.37646",48,14370.0,7866
Balzac - Champs Elysées,"48.87270,2.30020",30,3655.0,7866
Traktir - Foch,"48.87276,2.29155",22,4508.0,7866
Claude Vellefaux - Hôpital Saint-Louis,"48.87286,2.37007",32,9484.0,7866
Petites Ecuries - Faubourg Saint-Denis,"48.87287,2.35422",28,17075.0,7866
Commandant Rivière,"48.87293,2.30980",27,9348.0,7866
Mathurins - Auber,"48.87299,2.32950",36,9590.0,7866
Rampal - Belleville,"48.87302,2.37991",17,7749.0,7866
Evariste Galois,"48.87309,2.41334",30,5380.0,7866
Vinaigriers - Magenta,"48.87312,2.35931",25,8757.0,7866
Square Louis XVI,"48.87320,2.32366",29,7326.0,7866
Mairie du 9ème,"48.87327,2.34075",24,9144.0,7866
Borrégo - Gambetta,"48.87330,2.40141",25,5547.0,7866
Taitbout - La Fayette,"48.87333,2.33526",53,10178.0,7866
Rossini - Laffitte,"48.87335,2.33798",33,6692.0,7866
Arsène Houssaye - Champs-Elysées,"48.87341,2.29779",29,5805.0,7866
Roquépine - Malesherbes,"48.87345,2.32040",37,9545.0,7866
Lamennais - Washington ,"48.87353,2.30344",26,5212.0,7866
Pergolèse - Marbeau,"48.87357,2.28151",27,3877.0,7866
Square de la rue Pixérécourt,"48.87368,2.39603",15,5282.0,7866
Miromesnil - La Boétie,"48.87372,2.31585",35,9864.0,7866
Geoffroy - Marie,"48.87378,2.34451",20,11767.0,7866
Jeanne Hornet - Girardot,"48.87380,2.42782",29,4789.0,7866
Gardenat-Lapostol - Velettes,"48.87387,2.22418",20,1062.0,7866
Artois - Berri,"48.87394,2.30643",23,5306.0,7866
Petites Ecuries - Faubourg Poissonnière,"48.87397,2.34839",18,10812.0,7866
Chateaubriand - Friedland,"48.87401,2.29992",31,1651.0,7866
Jourdain - Place des Grandes Rigoles,"48.87403,2.38959",22,8173.0,7866
Belleville - Pyrénées,"48.87419,2.38600",42,8358.0,7866
Rome - Provence,"48.87423,2.32557",30,8873.0,7866
Provence - Chaussée d'Antin,"48.87428,2.33298",25,7807.0,7866
Lucien Sampaix - Récollets,"48.87433,2.36212",46,7455.0,6685
Sambre et Meuse - Villette,"48.87441,2.37381",25,8987.0,7866
Caumartin - Provence,"48.87442,2.32847",22,10438.0,7866
Noisy le Sec - Jean-Baptiste Clément,"48.87452,2.41528",22,4306.0,7866
Gare de l'Est - Fidélité,"48.87458,2.35680",15,9286.0,7866
Place Georges Guillaumin,"48.87475,2.30177",29,4172.0,7866
Berri - Haussmann,"48.87475,2.30830",35,7065.0,7866
Gare Saint-Lazare - Isly,"48.87478,2.32652",27,9157.0,7866
Granges aux Belles - Hôpital Saint-Louis,"48.87479,2.36667",60,11740.0,7866
Hoche - Tilsitt,"48.87484,2.29713",33,3001.0,7092
Paradis - Hauteville,"48.87500,2.35228",31,10491.0,7866
Claude Vellefaux - Sambre et Meuse,"48.87502,2.37048",34,6670.0,7866
Récollets - Square Villemin,"48.87503,2.35980",17,3233.0,6685
Victoire - Chaussée d'Antin,"48.87507,2.33167",24,7050.0,7866
Square Simon Bolivar,"48.87509,2.38263",24,7296.0,7866
Victoire - Laffitte,"48.87514,2.33812",20,5857.0,7866
Pergolèse - Malakoff,"48.87521,2.28428",38,4104.0,7866
Faubourg Montmartre - La Fayette,"48.87525,2.34085",35,11501.0,7866
Route de Sèvres - Porte de Bagatelle,"48.87526,2.24942",66,6174.0,7866
Commandant Charcot - Bretteville,"48.87531,2.25585",36,4737.0,7866
Joseph Sansboeuf - Saint Lazare,"48.87532,2.32290",18,6312.0,7866
Sadi Carnot - François Mitterrand ,"48.87533,2.42416",27,4195.0,7866
Square Alban Satragne,"48.87534,2.35588",30,7309.0,7866
Gambetta - Tourelles,"48.87534,2.40599",20,4932.0,7823
Beaujon - Wagram,"48.87535,2.29644",29,7152.0,7866
Messine - Place Du Pérou,"48.87545,2.31551",12,5611.0,7866
Lassus - Delouvain,"48.87550,2.38903",20,5512.0,7866
Marcel Pourtout - Édouard Manet ,"48.87556,2.16560",24,1245.0,7866
Belleville -  Pré Saint-Gervais,"48.87557,2.39305",21,5734.0,7866
Cadet - La Fayette,"48.87560,2.34357",19,9021.0,7866
Belleville - Télégraphe,"48.87560,2.39955",41,7006.0,7866
Gare de l'Est - Faubourg-Saint-Martin,"48.87564,2.35946",32,9688.0,7866
Gare Saint-Lazare - Cour du Havre,"48.87567,2.32656",45,22544.0,7866
Bleue - Trévise,"48.87579,2.34729",30,11438.0,7866
Rocher - Laborde,"48.87590,2.32262",65,8321.0,7866
Boissière - Etienne Dolet,"48.87611,2.46773",21,2406.0,7866
Grande Armée - Brunel,"48.87612,2.28812",62,7047.0,7866
Bertie Albrecht - Hoche,"48.87614,2.30130",32,5204.0,7866
Granges aux Belles,"48.87614,2.36808",27,8950.0,7866
Gare de l'Est - Verdun,"48.87616,2.36091",14,6562.0,7866
Saint-Augustin,"48.87620,2.31979",31,7658.0,7866
Demi-Lune - Aristide Briand,"48.87626,2.45628",20,4198.0,7866
Jules Guesde - Laennec,"48.87629,2.50069",19,566.0,7866
Gare de l'Est - Place du 11 Novembre 1918,"48.87633,2.35855",40,10870.0,7866
Mahatma Gandhi,"48.87636,2.26421",26,2294.0,7866
Taitbout - Châteaudun,"48.87638,2.33536",39,9806.0,7866
Magenta - Chabrol,"48.87650,2.35610",24,12850.0,7866
Manin - Simon Bolivar,"48.87650,2.37941",26,7383.0,7866
Bienfaisance - Place de Narvik,"48.87660,2.31298",36,8040.0,7866
Solitaires - Place des Fêtes,"48.87660,2.39177",29,5762.0,7866
Belleville - Porte des Lilas,"48.87660,2.40477",32,5312.0,7866
Lamartine - Faubourg Montmartre,"48.87661,2.33977",32,12787.0,7866
Square Montholon,"48.87662,2.34576",21,7920.0,7866
Londres - Place d'Estienne d'Orves,"48.87669,2.33054",25,6369.0,7866
Rochechouart lamartine,"48.87672,2.34439",24,13034.0,7866
Malakoff - Place de la Porte Maillot,"48.87673,2.28346",31,4034.0,7866
Saint-Lazare - Place d'Estienne d'Orves,"48.87683,2.33291",39,9423.0,7866
Simon Bolivar - Henri Turot,"48.87689,2.37445",22,6212.0,7866
Chabrol - d'Hauteville,"48.87702,2.35132",11,9498.0,7866
Gare Saint-Lazare - Stockholm,"48.87713,2.32242",32,7411.0,7866
Chemin Vert - Fraternité,"48.87714,2.44616",20,3135.0,7866
Place du Maquis du Vercors,"48.87732,2.40838",31,4094.0,7841
Marché Saint-Quentin,"48.87736,2.35451",15,5362.0,7866
Carducci - Place Hannah Arendt,"48.87744,2.38607",27,6275.0,7866
Lisbonne - Monceau,"48.87746,2.30969",33,7907.0,7866
Jemmapes - Ecluses Saint-Martin ,"48.87749,2.36601",15,10249.0,7866
Mac-Mahon - Brey,"48.87753,2.29451",25,8457.0,7866
Place du Colonel Fabien,"48.87757,2.36988",27,9571.0,7866
Bellefond - Poissonnière,"48.87760,2.34846",17,8428.0,7866
Gare Saint-Lazare - Place de Budapest,"48.87775,2.32734",44,9049.0,7866
Porte Maillot - Pereire,"48.87777,2.28444",52,6156.0,7866
Saint Georges - d'Aumale,"48.87779,2.33743",23,5929.0,7866
Choron - Martyrs,"48.87785,2.33967",17,8005.0,7866
Pré Saint-Gervais - Lilas,"48.87787,2.39591",28,6575.0,7866
André Maurois - Joseph et Marie Hackin,"48.87790,2.27896",29,3997.0,7866
Mairie du 8ème ,"48.87793,2.31826",14,5433.0,7866
Botzaris - Parc des Buttes Chaumont,"48.87795,2.38146",20,5625.0,7866
Londres - Amsterdam,"48.87803,2.32648",23,4945.0,7866
Frères Flavien - Porte des Lilas,"48.87810,2.41105",23,3670.0,7866
Athènes - Clichy,"48.87811,2.32956",20,4979.0,7866
Maurice Payret-Dortail,"48.87812,2.22336",22,1389.0,7866
Place Saint-Ferdinand,"48.87816,2.28852",38,5771.0,7866
Hôtel de Ville de Rueil-Malmaison,"48.87819,2.18172",20,2304.0,7866
Courcelles - Place des Ternes,"48.87820,2.29929",31,5197.0,7866
Milton - Manuel,"48.87825,2.34118",22,6209.0,7866
Bellefond - Maubeuge,"48.87826,2.34526",31,7272.0,7866
Alfred de Vigny - Place du Général Brocard,"48.87836,2.30525",33,6862.0,7866
Place des Ternes,"48.87844,2.29773",46,10658.0,7866
Porte des Lilas - Faidherbe,"48.87862,2.41203",39,4617.0,7866
Richard Wallace - Place du 8 Mai 1945,"48.87867,2.24203",30,8139.0,7866
Jardin d'Acclimatation,"48.87877,2.27077",33,4250.0,7866
Gare du Nord - Place de Valenciennes,"48.87909,2.35424",25,11251.0,7866
Tour d'Auvergne - Rodier,"48.87916,2.34370",17,5982.0,7866
Manin - Secrétan,"48.87917,2.37880",20,8238.0,7866
Place Tristan Bernard ,"48.87920,2.29154",28,8483.0,7866
Abbeville - Faubourg Poissonnière,"48.87922,2.34915",14,8453.0,7866
Mairie des Lilas,"48.87928,2.41602",47,6702.0,7866
Toudouze - Clauzel,"48.87930,2.33736",21,8793.0,7866
Gare de l'Est - Chateau Landon,"48.87931,2.36242",59,12386.0,7866
Louis Blanc - Jemmapes,"48.87933,2.36845",31,5140.0,7432
Dunkerque - Alsace,"48.87935,2.35838",18,5703.0,7866
Alexandre Parodi - Quai de Valmy,"48.87936,2.36660",24,7331.0,7866
Jean-Baptiste Pigalle - La Bruyere,"48.87940,2.33371",17,7263.0,7866
Chazelles - Courcelles ,"48.87941,2.30345",35,8322.0,7866
Monceau - Malesherbes ,"48.87951,2.31455",38,8905.0,7866
Liège - Moscou,"48.87954,2.32646",17,6680.0,7866
Gare du Nord - Denain,"48.87960,2.35447",20,11763.0,7866
Botzaris - Crimée,"48.87960,2.38879",21,8210.0,7866
Gare du Nord - Faubourg Saint-Denis,"48.87961,2.35684",32,16139.0,7866
Pereire - Ternes,"48.87974,2.28801",48,4469.0,7866
Edouard Pailleron - Simon Bolivar ,"48.87980,2.37484",24,5904.0,7866
Condorcet - Turgot,"48.87985,2.34523",20,8741.0,7866
Route de la Muette - Porte de Neuilly,"48.87989,2.25877",50,4521.0,7866
Charles de Gaulle - Sablonville,"48.87992,2.27638",26,4268.0,7866
Naples - Rome,"48.87996,2.32136",26,6668.0,7866
Mairie de quartier du Plateau - Mont-Valérien,"48.87999,2.20724",20,681.0,7866
Hôpital Robert Debré,"48.88005,2.40087",33,6185.0,7866
Moncey - Blanche,"48.88007,2.33108",17,5933.0,7866
Belidor - Gouvion-Saint-Cyr,"48.88022,2.28547",40,2651.0,7866
Gare du Nord - Dunkerque,"48.88042,2.35276",29,11173.0,7866
Serrurier,"48.88049,2.39806",18,5191.0,7866
Edouard Pailleron - Bouret,"48.88060,2.37695",27,6868.0,7866
Dunkerque - Rocroy,"48.88073,2.35146",24,5397.0,7866
Clapeyron - Moscou,"48.88079,2.32482",15,7361.0,7866
Faubourg Poissonnière - Dunkerque,"48.88088,2.34993",30,7021.0,7866
Charles de Gaulle - Orléans ,"48.88092,2.27158",26,4500.0,7866
Gare du Nord - Saint-Vincent de Paul,"48.88096,2.35243",24,4273.0,7866
Calmette,"48.88105,2.42499",32,3207.0,7866
Parc Monceau,"48.88108,2.30955",18,8324.0,7866
Lallier - Trudaine ,"48.88109,2.34082",29,10249.0,7866
Gare du Nord - Demarquay,"48.88115,2.35841",30,6750.0,7866
Gare Rosny-Bois-Perrier,"48.88115,2.48044",36,1585.0,7866
Villiers - Batignolles,"48.88125,2.31654",23,11121.0,7866
Marché Secrétan,"48.88125,2.37346",26,11844.0,7866
Parme - Clichy,"48.88127,2.32820",24,6229.0,7866
Quai de Valmy,"48.88127,2.36819",26,5632.0,7866
Square du Théâtre du Garde-Chasse,"48.88129,2.42012",50,4196.0,7866
Pierre Demours - Laugier,"48.88131,2.29485",37,8230.0,7866
Charles de Gaulle - Louis-Philippe,"48.88162,2.27128",28,6780.0,7866
Jardin Marguerite Long,"48.88170,2.28366",22,3460.0,7866
Alexander Fleming - Belvédère,"48.88179,2.40306",31,2260.0,7866
Bayen - Pereire,"48.88180,2.29211",22,7350.0,7866
Batignolles - Rome,"48.88182,2.32026",15,6394.0,7435
Place de Rhin et Danube,"48.88193,2.39259",17,5635.0,7866
Gare du Nord - Hôpital Lariboisière,"48.88195,2.35234",49,8223.0,7866
Jouffroy d'Abbans - Wagram,"48.88197,2.30113",40,9528.0,7866
Louis Blanc - Aqueduc ,"48.88203,2.36356",37,12531.0,7866
Dunkerque - Trudaine,"48.88215,2.34633",16,6462.0,7866
Batignolles - Beudant,"48.88216,2.31985",44,8676.0,7866
Rochechouart - Martyrs,"48.88219,2.34055",20,9999.0,7866
Douai - Pierre Fontaine,"48.88229,2.33324",25,8328.0,7866
Phalsbourg - Villiers,"48.88242,2.30905",20,8133.0,7866
De Toqueville - Terrasse,"48.88243,2.31400",30,7752.0,7866
Faubourg Poissonniere - Delta,"48.88256,2.34975",36,6843.0,7866
Mairie du 19ème,"48.88256,2.38126",27,8616.0,7866
Madeleine Michelis - Roule,"48.88260,2.27736",25,7901.0,7866
Square d'Anvers,"48.88263,2.34488",33,9246.0,7866
Lally-Tollendal - Armand Carrel,"48.88270,2.37472",28,6368.0,7866
Place Pigalle,"48.88276,2.33616",21,9676.0,7866
Guersant - Gouvion-Saint-Cyr,"48.88288,2.28767",39,8335.0,7866
Gérando - Rochechouart,"48.88294,2.34648",21,6432.0,7866
Pierret - Madrid,"48.88298,2.26013",28,4974.0,7866
Batignolles - Abel Truchet,"48.88310,2.32383",28,6475.0,7866
Manin - Crimée,"48.88312,2.38637",23,10184.0,7866
Charles de Gaulle - Graviers,"48.88315,2.26488",28,2563.0,7866
Douai - Bruxelles,"48.88321,2.33084",27,7705.0,7866
Quai de la Loire - Jean Jaurès,"48.88340,2.37107",16,10603.0,7866
Batignolles - Place de Clichy,"48.88347,2.32649",47,11132.0,7866
Place Madeleine Daniélou,"48.88350,2.28201",42,5231.0,7866
Place de Lévis,"48.88355,2.31319",48,8594.0,7866
Marcelle - Thalie,"48.88355,2.41379",20,1371.0,7866
Clichy - Place Blanche,"48.88360,2.33322",20,10807.0,7866
Pereire - Rennequin,"48.88365,2.29524",23,6434.0,7866
Square Edmond Pépin,"48.88366,2.40335",30,7499.0,7866
Ambroise Rendu - Porte Brunet,"48.88367,2.39573",17,4052.0,7866
Courcelles - Pierre Demours,"48.88377,2.29858",26,6523.0,7866
Melun - Jean Jaurès,"48.88378,2.37648",28,8065.0,7866
Aqueduc - Villette,"48.88389,2.36720",28,10005.0,7866
Louis Blanc - La Chapelle,"48.88401,2.35993",21,8001.0,7866
Clichy - Douai,"48.88412,2.32873",32,14149.0,7866
Tardieu - Chappe,"48.88415,2.34185",18,6965.0,7866
Mairie du 17ème,"48.88416,2.32208",24,8366.0,7866
Gare du Nord - La Chapelle,"48.88418,2.35611",18,5510.0,7866
Jouffroy d'Abbans - Villiers,"48.88422,2.30565",34,6420.0,7866
Jean Jaurès - Jules Jacquemin,"48.88433,2.40829",24,3971.0,7866
Charles de Gaulle - Madrid,"48.88443,2.26080",22,6770.0,7866
Quai de la Seine,"48.88449,2.37039",24,6752.0,7866
Place des Abbesses,"48.88454,2.33869",12,7232.0,7866
Laumière - Petit,"48.88467,2.38004",34,11934.0,7866
Manin - Carrières d'Amérique,"48.88467,2.39197",20,5475.0,7866
Square Louise Michel,"48.88469,2.34414",36,7249.0,7866
Chartres - La Charbonnière,"48.88476,2.35347",34,3875.0,7866
Jessaint - Marx Dormoy,"48.88485,2.35893",30,6984.0,7866
Toqueville - Cardinet,"48.88490,2.31094",33,8796.0,7866
Mairie de Neuilly sur Seine,"48.88495,2.26770",31,7864.0,7866
Jouffroy d'Abbans - Malesherbes,"48.88501,2.30707",27,10506.0,7866
Mairie de Romainville,"48.88511,2.43568",17,5248.0,7866
Clignancourt - Sofia,"48.88512,2.34719",19,9481.0,7866
Goutte d'or - Barbès,"48.88512,2.34970",20,9630.0,7866
Place du Maréchal Juin - Péreire,"48.88526,2.29829",46,9182.0,7866
Véron - Lepic,"48.88526,2.33456",23,6739.0,7866
Legendre - Dulong,"48.88533,2.31642",23,8060.0,7866
Place de la Porte de Champerret,"48.88562,2.29078",28,6539.0,7866
Berthier - Place Stuart Merril,"48.88593,2.29335",37,6167.0,7866
Petit - Georges Thill,"48.88603,2.38958",23,5955.0,7866
Jean-François Lépine - Stephenson,"48.88611,2.35686",22,7033.0,7866
Bridaine - Lamandé,"48.88621,2.32062",29,6933.0,7866
Tanger - Place du Maroc,"48.88625,2.36893",19,6961.0,7866
Euryale Dehaynin - Loire,"48.88625,2.37746",30,8022.0,7866
Gabriel Péri - Francisco Ferrer,"48.88634,2.40734",18,4763.0,7866
Lorraine - Jean Jaurès,"48.88639,2.38258",19,10067.0,7866
Hautpoul - Jean Jaurès,"48.88639,2.38654",32,9271.0,7866
Cimetière de Montmartre,"48.88647,2.33289",43,8001.0,7866
Petit - Manin,"48.88651,2.39382",22,8738.0,7866
Colmar - Victor Hugo,"48.88652,2.17396",32,2887.0,7866
Jean Oestreicher - Porte de Champerret,"48.88656,2.28864",21,1244.0,7866
Beffroy,"48.88659,2.26139",26,5571.0,7866
Bineau - Louise Michel,"48.88666,2.28433",25,7246.0,7866
Square Léon,"48.88667,2.35321",33,6412.0,7866
Departement - Pajol,"48.88667,2.36136",19,9063.0,7866
Pierre Ginier - Clichy,"48.88677,2.32623",16,8685.0,7866
Seine - Flandre,"48.88679,2.37462",19,5346.0,7866
Jardins d'Eole,"48.88697,2.36685",20,8089.0,7866
Pereire - Place de Wagram,"48.88707,2.30411",46,7103.0,7866
Gare de Pont-Cardinet,"48.88714,2.31449",34,10478.0,7866
Damrémont - Caulaincourt,"48.88715,2.33259",18,5737.0,7866
Poulet - Barbès,"48.88715,2.34906",20,10394.0,7866
Lepic - Armée d'Orient,"48.88754,2.33431",24,5298.0,7866
Victor Hugo - Bineau,"48.88758,2.27839",25,5433.0,7866
Legendre - Nollet,"48.88774,2.32029",30,8956.0,7866
Alfred Roll - Berthier,"48.88781,2.30010",34,5434.0,5704
Etienne Jodelle - Saint Ouen,"48.88794,2.32612",33,8691.0,7866
Flandre - Riquet,"48.88801,2.37376",21,9314.0,7866
Brochant - Square des Batignolles ,"48.88819,2.31686",31,8639.0,7866
Pereire - Saussure,"48.88823,2.31013",32,7179.0,7866
Léon - Doudeauville,"48.88832,2.35357",13,7897.0,7866
Stephenson - Doudeauville,"48.88854,2.35616",36,9670.0,7866
Argenson - Château,"48.88856,2.26420",25,4081.0,7866
Marie-Georges Picquart - Pereire,"48.88864,2.31117",32,3988.0,7866
Anatole France - Louise Michel,"48.88873,2.28816",50,6868.0,7866
Custine - Ramey,"48.88874,2.34695",41,11213.0,7866
Place de l'Édit de Nantes,"48.88879,2.37850",30,11584.0,7866
Reims - Raymond Pitet,"48.88880,2.29632",37,4145.0,7866
Chanzy - Sud-Est,"48.88891,2.19563",25,2132.0,7866
Legendre - Clichy,"48.88896,2.32253",40,10805.0,7866
Thionville - Ourcq,"48.88918,2.38337",24,9731.0,7866
Porte de Pantin,"48.88920,2.39502",33,11814.0,7866
Centquatre,"48.88933,2.37079",41,10802.0,7866
Candale - Mehul,"48.88939,2.41438",25,4057.0,7866
