station_name,station_geo,capacity,total_activity,count,nearest_station,dateOuverture
Gambetta - Michelet,"48.85274,2.42997",33,7699.0,7866,"{'code': 31018, 'codeStr': 31018, 'name': 'Gambetta  Michelet', 'dateOuverture': '2018-06-26', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 31, 'nbEDock': 0, 'latitude': '48.85266150000000', 'longitude': '2.42987320000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85266150000000,2.42987320000000'}",2018-06-26
Desaix - Edgar Faure,"48.85280,2.29308",12,5320.0,7866,"{'code': 15067, 'codeStr': 15067, 'name': 'Desaix - Edgar Faure', 'dateOuverture': '2018-04-03', 'state': 'Operative', 'nbBike': 7, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 0, 'latitude': '48.85280460494030', 'longitude': '2.29307702985722', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85280460494030,2.29307702985722'}",2018-04-03
Fédération - Suffren,"48.85283,2.29788",25,6488.0,7866,"{'code': 15105, 'codeStr': 15105, 'name': 'Fédération - Suffren', 'dateOuverture': '2018-06-08', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 19, 'nbEDock': 0, 'latitude': '48.85276600000000', 'longitude': '2.29787600000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85276600000000,2.29787600000000'}",2018-06-08
Mozart - Jasmin,"48.85286,2.26848",62,6679.0,7866,"{'code': 16027, 'codeStr': 16027, 'name': 'Mozart - Jasmin', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 61, 'nbEDock': 0, 'latitude': '48.85286124871689', 'longitude': '2.26848357065151', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85286124871689,2.26848357065151'}",2018-01-01
Place Saint-André des Arts,"48.85289,2.34265",37,13316.0,7866,"{'code': 6020, 'codeStr': '06020', 'name': 'Place Saint -André des Arts', 'dateOuverture': '2018-03-30', 'state': 'Operative', 'nbBike': 26, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 0, 'latitude': '48.85288617388103', 'longitude': '2.34265442937613', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85288617388103,2.34265442937613'}",2018-03-30
Alexandre Dumas - Voltaire,"48.85289,2.38915",59,11649.0,7866,"{'code': 11102, 'codeStr': 11102, 'name': 'Alexandre Dumas - Voltaire', 'dateOuverture': '2018-03-23', 'state': 'Operative', 'nbBike': 10, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 39, 'nbEDock': 0, 'latitude': '48.85288867036487', 'longitude': '2.38914764080955', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85288867036487,2.38914764080955'}",2018-03-23
Quai aux Fleurs - Pont Saint-Louis,"48.85292,2.35220",21,7867.0,7866,"{'code': 4003, 'codeStr': '04003', 'name': 'Quai aux Fleurs - Pont Saint-Louis', 'dateOuverture': '2018-01-11', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 3, 'nbEDock': 0, 'latitude': '48.85291595620935', 'longitude': '2.35219571739435', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85291595620935,2.35219571739435'}",2018-01-11
Davout - Volga,"48.85292,2.41052",28,7216.0,7866,"{'code': 20044, 'codeStr': 20044, 'name': 'Davout - Volga', 'dateOuverture': '2018-02-22', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 24, 'nbEDock': 0, 'latitude': '48.85291967995730', 'longitude': '2.41052290977911', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85291967995730,2.41052290977911'}",2018-02-22
Ranelagh - Maison de la Radio,"48.85294,2.28045",22,7719.0,7866,"{'code': 16024, 'codeStr': 16024, 'name': 'Ranelagh - Maison de la Radio', 'dateOuverture': '2019-04-09', 'state': 'Operative', 'nbBike': 14, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 7, 'nbEDock': 0, 'latitude': '48.85288820000000', 'longitude': '2.28046860000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85288820000000,2.28046860000000'}",2019-04-09
Place de la République,"48.85299,2.42467",28,7383.0,7866,"{'code': 21215, 'codeStr': 21215, 'name': 'Verdier - Jean Jaurès', 'dateOuverture': '2019-10-10', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 32, 'nbEDock': 0, 'latitude': '48.85298800000000', 'longitude': '2.42467000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85298800000000,2.42467000000000'}",2019-10-10
Raspail - Varenne,"48.85315,2.32639",18,7253.0,7844,"{'code': 7004, 'codeStr': '07004', 'name': 'Raspail - Varenne', 'dateOuverture': '2018-06-19', 'state': 'Operative', 'nbBike': 5, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 10, 'nbEDock': 0, 'latitude': '48.85314781654488', 'longitude': '2.32639051973820', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85314781654488,2.32639051973820'}",2018-06-19
Pyrénées - Avron,"48.85325,2.40587",32,9216.0,7866,"{'code': 20008, 'codeStr': 20008, 'name': 'Pyrénées -  Avron', 'dateOuverture': '2018-02-22', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 29, 'nbEDock': 0, 'latitude': '48.85324689821199', 'longitude': '2.40587104452954', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85324689821199,2.40587104452954'}",2018-02-22
Saint-Germain - Ciseaux,"48.85331,2.33447",18,8975.0,7841,"{'code': 6012, 'codeStr': '06012', 'name': 'Saint-Germai - Ciseaux', 'dateOuverture': '2018-03-21', 'state': 'Operative', 'nbBike': 10, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.85330527759475', 'longitude': '2.33446546188270', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85330527759475,2.33446546188270'}",2018-03-21
Jean Macé - Faidherbe,"48.85338,2.38286",63,13597.0,7866,"{'code': 11007, 'codeStr': 11007, 'name': 'Jean macé Faidherbe', 'dateOuverture': '2018-05-18', 'state': 'Operative', 'nbBike': 45, 'nbEbike': 9, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 7, 'nbEDock': 0, 'latitude': '48.85337548425958', 'longitude': '2.38286208361387', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85337548425958,2.38286208361387'}",2018-05-18
Ledru-Rollin - Charonne,"48.85346,2.37725",32,12419.0,7866,"{'code': 11114, 'codeStr': 11114, 'name': 'Ledru-Rollin - Charonne', 'dateOuverture': '2018-09-07', 'state': 'Operative', 'nbBike': 27, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.85360670000000', 'longitude': '2.37740820000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85360670000000,2.37740820000000'}",2018-09-07
Neuve Saint-Pierre - Beautreillis,"48.85355,2.36391",20,10573.0,7866,"{'code': 4110, 'codeStr': '04110', 'name': 'Neuve Saint-Pierre - Beautreillis', 'dateOuverture': '2019-03-12', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 8, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.85355351439652', 'longitude': '2.36391227692366', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85355351439652,2.36391227692366'}",2019-03-12
Place Joffre - Frédéric le Play,"48.85375,2.30442",38,8985.0,7866,"{'code': 7109, 'codeStr': '07109', 'name': 'Buffon - Jardin des Plantes', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 30, 'nbEDock': 0, 'latitude': '48.85264700000000', 'longitude': '2.30324600000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85264700000000,2.30324600000000'}",2019-03-28
André Mazet - Saint-André des Arts,"48.85376,2.33910",55,10707.0,7866,"{'code': 6015, 'codeStr': '06015', 'name': 'André Mazet -Saint André des Arts', 'dateOuverture': '2018-03-30', 'state': 'Operative', 'nbBike': 29, 'nbEbike': 10, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 13, 'nbEDock': 0, 'latitude': '48.85375581057431', 'longitude': '2.33909580856562', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85375581057431,2.33909580856562'}",2018-03-30
Bastille - Beaumarchais,"48.85383,2.36857",23,11916.0,7697,"{'code': 4101, 'codeStr': '04101', 'name': 'Bastille - Beaumarchais', 'dateOuverture': '2019-05-20', 'state': 'Operative', 'nbBike': 13, 'nbEbike': 9, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.85383346385182', 'longitude': '2.36857026815414', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85383346385182,2.36857026815414'}",2019-05-20
Richard Lenoir - Place de la Bastille,"48.85383,2.36972",53,19617.0,7705,"{'code': 11001, 'codeStr': 11001, 'name': 'Bastille - Richard Lenoir', 'dateOuverture': '2018-01-29', 'state': 'Operative', 'nbBike': 34, 'nbEbike': 12, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 4, 'nbEDock': 0, 'latitude': '48.85383270000000', 'longitude': '2.36972220000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85383270000000,2.36972220000000'}",2018-01-29
Bir Hakeim,"48.85384,2.28971",33,12398.0,7866,"{'code': 15026, 'codeStr': 15026, 'name': 'Bir Hakeim', 'dateOuverture': '2018-01-29', 'state': 'Operative', 'nbBike': 15, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 12, 'nbEDock': 0, 'latitude': '48.85384405433351', 'longitude': '2.28970534822202', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85384405433351,2.28970534822202'}",2018-01-29
Maréchal Joffre - Verdun,"48.85385,2.47031",20,2671.0,7866,"{'code': 41205, 'codeStr': 41205, 'name': 'Place Michelet - Verdun', 'dateOuverture': '2019-02-01', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.85385000000000', 'longitude': '2.47030700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85385000000000,2.47030700000000'}",2019-02-01
Buzenval - Vignoles,"48.85386,2.40000",17,6786.0,7866,"{'code': 20012, 'codeStr': 20012, 'name': 'Buzenval-Vignoles', 'dateOuverture': '2018-01-30', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.85385817168762', 'longitude': '2.40000408142805', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85385817168762,2.40000408142805'}",2018-01-30
Haies - Réunion,"48.85387,2.40243",22,7105.0,7866,"{'code': 20116, 'codeStr': 20116, 'name': 'Haies - Réunion', 'dateOuverture': '2018-03-12', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 22, 'nbEDock': 0, 'latitude': '48.85386896766491', 'longitude': '2.40242616223891', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85386896766491,2.40242616223891'}",2018-03-12
Arcole - Notre-Dame,"48.85388,2.34938",31,7919.0,7866,"{'code': 4001, 'codeStr': '04001', 'name': 'Arcole - Notre-Dame', 'dateOuverture': '2018-03-27', 'state': 'Operative', 'nbBike': 13, 'nbEbike': 13, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 5, 'nbEDock': 0, 'latitude': '48.85388354132773', 'longitude': '2.34937973320484', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85388354132773,2.34937973320484'}",2018-03-27
Hôtel de Ville - Pont-Marie,"48.85390,2.35695",36,9389.0,7866,"{'code': 4011, 'codeStr': '04011', 'name': 'Hôtel de Ville - Pont-Marie', 'dateOuverture': '2018-02-27', 'state': 'Operative', 'nbBike': 8, 'nbEbike': 12, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 13, 'nbEDock': 0, 'latitude': '48.85389964552738', 'longitude': '2.35694725066423', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85389964552738,2.35694725066423'}",2018-02-27
Docteurs Déjérine - Pte de Montreuil,"48.85398,2.41208",20,6673.0,7866,"{'code': 20009, 'codeStr': 20009, 'name': 'Docteurs Déjérine - Pte de Montreuil', 'dateOuverture': '2018-02-27', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 1, 'latitude': '48.85391773517016', 'longitude': '2.41198617964983', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85391773517016,2.41198617964983'}",2018-02-27
Charonne - Bureau,"48.85418,2.39609",47,9696.0,7866,"{'code': 11017, 'codeStr': 11017, 'name': 'Charonne - Alexandre Dumas', 'dateOuverture': '2018-12-03', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 41, 'nbEDock': 2, 'latitude': '48.85417600000000', 'longitude': '2.39609300000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85417600000000,2.39609300000000'}",2018-12-03
Saint-Germain-des-Prés,"48.85419,2.33031",26,7876.0,7842,"{'code': 6201, 'codeStr': '06201', 'name': 'Saint Pères - Saint Germain', 'dateOuverture': '2023-01-12', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 11, 'nbEDock': 0, 'latitude': '48.85372967526500', 'longitude': '2.33001810327030', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85372967526500,2.33001810327030'}",2023-01-12
Cité Vaneau,"48.85422,2.31961",26,7221.0,7866,"{'code': 7012, 'codeStr': '07012', 'name': 'Cité Vaneau', 'dateOuverture': '2018-04-09', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 23, 'nbEDock': 0, 'latitude': '48.85422106662070', 'longitude': '2.31961492449045', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85422106662070,2.31961492449045'}",2018-04-09
Jules Vallès - Charonne,"48.85428,2.38477",23,10594.0,7807,"{'code': 11112, 'codeStr': 11112, 'name': 'Jules Vallès - Charonne', 'dateOuverture': '2018-01-09', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 5, 'nbEDock': 0, 'latitude': '48.85428437993525', 'longitude': '2.38476745784283', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85428437993525,2.38476745784283'}",2018-01-09
Suffren - Champ de Mars,"48.85472,2.29522",23,6632.0,7866,"{'code': 15071, 'codeStr': 15071, 'name': 'Suffren-Champ de Mars', 'dateOuverture': '2018-11-07', 'state': 'Operative', 'nbBike': 7, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 12, 'nbEDock': 0, 'latitude': '48.85471940000000', 'longitude': '2.29521680000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85471940000000,2.29521680000000'}",2018-11-07
Paris - Emile Zola,"48.85490,2.41867",30,9001.0,7866,"{'code': 31003, 'codeStr': 31003, 'name': 'Paris -Émile Zola', 'dateOuverture': '2018-08-29', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 28, 'nbEDock': 0, 'latitude': '48.85491133239991', 'longitude': '2.41877242975671', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85491133239991,2.41877242975671'}",2018-08-29
Vincennes - Douy-Delcupe,"48.85494,2.43605",38,5447.0,7866,"{'code': 31019, 'codeStr': 31019, 'name': 'Vincennes - Douy - Delcupe', 'dateOuverture': '2019-03-04', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 36, 'nbEDock': 0, 'latitude': '48.85491410000000', 'longitude': '2.43610700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85491410000000,2.43610700000000'}",2019-03-04
Léon Frot - Charonne,"48.85496,2.38722",19,10773.0,7866,"{'code': 11111, 'codeStr': 11111, 'name': 'Léon Frot - Charonne', 'dateOuverture': '2018-04-05', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 10, 'nbEDock': 0, 'latitude': '48.85496380033523', 'longitude': '2.38721708537201', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85496380033523,2.38721708537201'}",2018-04-05
Saint-Antoine Sévigné,"48.85502,2.36123",26,16450.0,7866,"{'code': 4010, 'codeStr': '04010', 'name': 'Saint-Antoine Sévigné ', 'dateOuverture': '2018-09-27', 'state': 'Operative', 'nbBike': 18, 'nbEbike': 12, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 3, 'nbEDock': 0, 'latitude': '48.85502220000000', 'longitude': '2.36123220000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85502220000000,2.36123220000000'}",2018-09-27
Roquette - Thiéré,"48.85508,2.37337",23,9095.0,7866,"{'code': 11002, 'codeStr': 11002, 'name': 'Roquette Thiéré', 'dateOuverture': '2018-07-15', 'state': 'Operative', 'nbBike': 18, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 0, 'latitude': '48.85510629540472', 'longitude': '2.37342454193056', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85510629540472,2.37342454193056'}",2018-07-15
Alouettes - Maréchal de Lattre de Tassigny,"48.85511,2.49307",22,1442.0,7866,"{'code': 41208, 'codeStr': 41208, 'name': 'Alouettes - Maréchal de Lattre de Tassigny', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 8, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 8, 'nbEDock': 0, 'latitude': '48.85497200000000', 'longitude': '2.49406600000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85497200000000,2.49406600000000'}",2019-03-28
Marché aux fleurs,"48.85526,2.34738",23,7538.0,7866,"{'code': 4002, 'codeStr': '04002', 'name': 'Marché aux fleurs', 'dateOuverture': '2018-01-15', 'state': 'Operative', 'nbBike': 14, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 3, 'nbEDock': 0, 'latitude': '48.85522061347032', 'longitude': '2.34729330986738', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85522061347032,2.34729330986738'}",2018-01-15
Jacques Callot - Mazarine,"48.85528,2.33757",28,8231.0,7866,"{'code': 6013, 'codeStr': '06013', 'name': 'Jacques Callot - Mazarine', 'dateOuverture': '2018-03-28', 'state': 'Operative', 'nbBike': 9, 'nbEbike': 9, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 7, 'nbEDock': 6, 'latitude': '48.85528017533187', 'longitude': '2.33757432550192', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85528017533187,2.33757432550192'}",2018-03-28
Pont de Lodi - Dauphine ,"48.85530,2.33995",23,8102.0,7866,"{'code': 6014, 'codeStr': '06014', 'name': 'Pont de Lodi - Dauphine ', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 15, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.85529689860329', 'longitude': '2.33994730756525', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85529689860329,2.33994730756525'}",2018-01-01
Alexandre Dumas - Place de la Réunion,"48.85534,2.39977",45,6761.0,7866,"{'code': 20013, 'codeStr': 20013, 'name': 'Alexandre Dumas - Place de la Réunion', 'dateOuverture': '2018-03-20', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 41, 'nbEDock': 0, 'latitude': '48.85556563008463', 'longitude': '2.40042753517628', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85556563008463,2.40042753517628'}",2018-03-20
Pyrénées - Dagorno,"48.85543,2.40516",20,6668.0,7866,"{'code': 20011, 'codeStr': 20011, 'name': 'Pyrénées-Dagorno', 'dateOuverture': '2018-01-30', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 19, 'nbEDock': 0, 'latitude': '48.85542577069509', 'longitude': '2.40516431629658', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85542577069509,2.40516431629658'}",2018-01-30
Ranelagh - Mozart,"48.85544,2.27044",23,10218.0,7866,"{'code': 16026, 'codeStr': 16026, 'name': 'Ranelagh - Mozart', 'dateOuverture': '2018-03-20', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 6, 'nbEDock': 0, 'latitude': '48.85545334552678', 'longitude': '2.27019153535366', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85545334552678,2.27019153535366'}",2018-03-20
Saint-Benoît - Jacob,"48.85545,2.33347",23,9232.0,7866,"{'code': 6002, 'codeStr': '06002', 'name': 'Saint-Pères', 'dateOuverture': '2018-02-01', 'state': 'Operative', 'nbBike': 10, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 8, 'nbEDock': 0, 'latitude': '48.85545136013941', 'longitude': '2.33347222208977', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85545136013941,2.33347222208977'}",2018-02-01
Keller - La Roquette,"48.85555,2.37528",34,10998.0,7866,"{'code': 11003, 'codeStr': 11003, 'name': 'Keller - La-Roquette', 'dateOuverture': '2018-01-11', 'state': 'Operative', 'nbBike': 28, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 4, 'nbEDock': 0, 'latitude': '48.85555080000000', 'longitude': '2.37527780000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85555080000000,2.37527780000000'}",2018-01-11
Beaumarchais - Pas de la Mule,"48.85558,2.36843",18,8849.0,7777,"{'code': 4107, 'codeStr': '04107', 'name': 'Beaumarchais - Pas de la Mule', 'dateOuverture': '2018-07-03', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 0, 'latitude': '48.85544750000000', 'longitude': '2.36879440000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85544750000000,2.36879440000000'}",2018-07-03
Orteaux - Mouraud,"48.85559,2.40876",24,7068.0,7866,"{'code': 20118, 'codeStr': 20118, 'name': 'Orteaux - Mouraud', 'dateOuverture': '2018-01-23', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 23, 'nbEDock': 0, 'latitude': '48.85558642847872', 'longitude': '2.40876290776467', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85558642847872,2.40876290776467'}",2018-01-23
Charonne - Philippe-Auguste,"48.85560,2.39055",32,11071.0,7866,"{'code': 11019, 'codeStr': 11019, 'name': 'Charonne - Philippe-Auguste', 'dateOuverture': '2018-01-22', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 28, 'nbEDock': 0, 'latitude': '48.85560316202584', 'longitude': '2.39054639061998', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85560316202584,2.39054639061998'}",2018-01-22
Raspail - Bac,"48.85563,2.32566",52,13066.0,7841,"{'code': 7005, 'codeStr': '07005', 'name': 'Raspail - Bac', 'dateOuverture': '2018-04-02', 'state': 'Operative', 'nbBike': 21, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 23, 'nbEDock': 0, 'latitude': '48.85530576485063', 'longitude': '2.32561737298965', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85530576485063,2.32561737298965'}",2018-04-02
Tiron - Rivoli ,"48.85569,2.35791",28,11863.0,7866,"{'code': 4012, 'codeStr': '04012', 'name': 'Tiron - Rivoli', 'dateOuverture': '2018-02-21', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 12, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.85588659928834', 'longitude': '2.35798526555300', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85588659928834,2.35798526555300'}",2018-02-21
Hôtel de Ville - Pont d'Arcole,"48.85588,2.35089",20,1435.0,3094,,
Charonne - Robert et Sonia Delauney,"48.85591,2.39257",20,6605.0,7866,"{'code': 11104, 'codeStr': 11104, 'name': 'Charonne-Bureau', 'dateOuverture': '2018-10-16', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 19, 'nbEDock': 0, 'latitude': '48.85616970000000', 'longitude': '2.39274920000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85616970000000,2.39274920000000'}",2018-10-16
Place Carnot,"48.85594,2.44153",25,5969.0,7866,"{'code': 31012, 'codeStr': 31012, 'name': 'Place Carnot', 'dateOuverture': '2018-05-23', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 23, 'nbEDock': 0, 'latitude': '48.85588090000000', 'longitude': '2.44171930000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85588090000000,2.44171930000000'}",2018-05-23
