station_name,station_geo,capacity,total_activity,count,nearest_station,dateOuverture
Mairie du 4ème,"48.85595,2.35638",44,13443.0,7785,"{'code': 4015, 'codeStr': '04015', 'name': 'Mairie du 4e', 'dateOuverture': '2018-04-12', 'state': 'Operative', 'nbBike': 22, 'nbEbike': 17, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 0, 'latitude': '48.85586321603441', 'longitude': '2.35651709139347', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85586321603441,2.35651709139347'}",2018-04-12
Charonne - Alexandre Dumas,"48.85608,2.39487",35,10067.0,7866,"{'code': 11017, 'codeStr': 11017, 'name': 'Charonne - Alexandre Dumas', 'dateOuverture': '2018-12-03', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 41, 'nbEDock': 2, 'latitude': '48.85417600000000', 'longitude': '2.39609300000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85417600000000,2.39609300000000'}",2018-12-03
Mont Valérien - Michel Salles,"48.85619,2.21530",24,2012.0,7866,"{'code': 22102, 'codeStr': 22102, 'name': 'Mont Valérien - Michel Salles', 'dateOuverture': '2018-09-17', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 22, 'nbEDock': 0, 'latitude': '48.85619150000000', 'longitude': '2.21529660000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85619150000000,2.21529660000000'}",2018-09-17
Lobau - Hôtel de Ville,"48.85621,2.35325",60,13008.0,7866,"{'code': 4016, 'codeStr': '04016', 'name': 'lobau', 'dateOuverture': '2018-03-29', 'state': 'Operative', 'nbBike': 42, 'nbEbike': 15, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 0, 'latitude': '48.85621180000000', 'longitude': '2.35325360000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85621180000000,2.35325360000000'}",2018-03-29
Square Denise Buisson,"48.85623,2.42644",45,5436.0,7866,"{'code': 31005, 'codeStr': 31005, 'name': 'Square Denise Buisson', 'dateOuverture': '2018-06-25', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 43, 'nbEDock': 0, 'latitude': '48.85628400000000', 'longitude': '2.42643400000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85628400000000,2.42643400000000'}",2018-06-25
Eugène Reisz - Davout,"48.85632,2.41040",20,4927.0,7450,"{'code': 20201, 'codeStr': 20201, 'name': 'Eugène Reisz - Davout', 'dateOuverture': '2019-10-10', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 14, 'nbEDock': 0, 'latitude': '48.80753800000000', 'longitude': '2.24060700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80753800000000,2.24060700000000'}",2019-10-10
Belfort - Voltaire,"48.85634,2.38299",39,11688.0,7804,"{'code': 11020, 'codeStr': 11020, 'name': 'Charonne', 'dateOuverture': '2018-02-09', 'state': 'Operative', 'nbBike': 23, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 9, 'nbEDock': 0, 'latitude': '48.85633580000000', 'longitude': '2.38299010000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85633580000000,2.38299010000000'}",2018-02-09
Vignes - Boulainvilliers,"48.85640,2.27524",21,6134.0,7866,"{'code': 16031, 'codeStr': 16031, 'name': 'Vignes - Boulainvilliers', 'dateOuverture': '2018-05-21', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 13, 'nbEDock': 0, 'latitude': '48.85639948395050', 'longitude': '2.27524045854807', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85639948395050,2.27524045854807'}",2018-05-21
Ledru-Rollin - Place du Père Chaillet,"48.85643,2.37902",37,14829.0,7866,"{'code': 11006, 'codeStr': 11006, 'name': 'Ledru-Rollin - Place du Père Chaillet', 'dateOuverture': '2018-03-19', 'state': 'Operative', 'nbBike': 27, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 5, 'nbEDock': 0, 'latitude': '48.85643370694370', 'longitude': '2.37902058776143', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85643370694370,2.37902058776143'}",2018-03-19
Beaux-Arts - Bonaparte,"48.85645,2.33485",20,5735.0,7866,"{'code': 6021, 'codeStr': '06021', 'name': 'Beaux-Arts - Bonaparte', 'dateOuverture': '2018-06-11', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 11, 'nbEDock': 0, 'latitude': '48.85660397456350', 'longitude': '2.33474291861057', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85660397456350,2.33474291861057'}",2018-06-11
Octave Gréard - Tour Eiffel,"48.85650,2.29318",33,7309.0,7866,"{'code': 7025, 'codeStr': '07025', 'name': 'Octave Gréard - Tour Eiffel', 'dateOuverture': '2018-06-21', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 8, 'latitude': '48.85650297769563', 'longitude': '2.29317875432888', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85650297769563,2.29317875432888'}",2018-06-21
Champ de Mars - Cler,"48.85669,2.30665",41,10645.0,7841,"{'code': 7020, 'codeStr': '07020', 'name': 'Champ de Mars - Cler', 'dateOuverture': '2018-05-21', 'state': 'Operative', 'nbBike': 11, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 26, 'nbEDock': 0, 'latitude': '48.85669155011532', 'longitude': '2.30664677917957', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85669155011532,2.30664677917957'}",2018-05-21
Stalingrad - Désiré Chevalier,"48.85670,2.44507",42,8305.0,7866,"{'code': 31010, 'codeStr': 31010, 'name': 'Stalingrad - Désiré Chevalier', 'dateOuverture': '2018-06-26', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 37, 'nbEDock': 0, 'latitude': '48.85681112307105', 'longitude': '2.44498742533926', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85681112307105,2.44498742533926'}",2018-06-26
Place des Larris,"48.85684,2.47802",34,883.0,7866,"{'code': 41206, 'codeStr': 41206, 'name': 'Place des Larris', 'dateOuverture': '2019-03-15', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 25, 'nbEDock': 0, 'latitude': '48.85683630000000', 'longitude': '2.47802360000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85683630000000,2.47802360000000'}",2019-03-15
Bréguet - Sabin,"48.85693,2.37067",33,12316.0,7866,"{'code': 11033, 'codeStr': 11033, 'name': 'Bréguet - Sabin', 'dateOuverture': '2018-01-12', 'state': 'Operative', 'nbBike': 18, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 14, 'nbEDock': 0, 'latitude': '48.85687046775831', 'longitude': '2.37055463986152', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85687046775831,2.37055463986152'}",2018-01-12
Saint-Blaise - Mouraud,"48.85696,2.40869",27,6680.0,7866,"{'code': 20017, 'codeStr': 20017, 'name': 'Saint-Blaise - Mouraud', 'dateOuverture': '2018-01-18', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 24, 'nbEDock': 0, 'latitude': '48.85696177597818', 'longitude': '2.40869477391243', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85696177597818,2.40869477391243'}",2018-01-18
Chernoviz - Raynouard,"48.85699,2.28217",37,4116.0,7866,"{'code': 16112, 'codeStr': 16112, 'name': 'Chernoviz - Raynouard', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 29, 'nbEDock': 0, 'latitude': '48.85698641462890', 'longitude': '2.28217321814299', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85698641462890,2.28217321814299'}",2018-01-01
Froment - Bréguet,"48.85704,2.37289",43,15118.0,7866,"{'code': 11025, 'codeStr': 11025, 'name': 'Fromen - Bréguet', 'dateOuverture': '2018-03-23', 'state': 'Operative', 'nbBike': 32, 'nbEbike': 9, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 0, 'latitude': '48.85704145047840', 'longitude': '2.37289470306807', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85704145047840,2.37289470306807'}",2018-03-23
Quai de l'Horloge - Pont Neuf,"48.85706,2.34180",17,6905.0,7866,"{'code': 1001, 'codeStr': '01001', 'name': ""Quai de l'Horloge - Pont Neuf"", 'dateOuverture': '2018-07-16', 'state': 'Operative', 'nbBike': 8, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.85723089742852', 'longitude': '2.34170895069838', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85723089742852,2.34170895069838'}",2018-07-16
Bagnolet - Orteaux,"48.85709,2.39841",36,11369.0,7866,,
Pyrénées - Maraîchers,"48.85714,2.40435",19,8130.0,7866,"{'code': 20016, 'codeStr': 20016, 'name': 'Pyrénées - Maraîchers', 'dateOuverture': '2018-02-19', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 31, 'nbEDock': 0, 'latitude': '48.85714001395299', 'longitude': '2.40435093641281', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85714001395299,2.40435093641281'}",2018-02-19
Place de la Fraternité,"48.85716,2.42285",22,6838.0,7866,"{'code': 31709, 'codeStr': 31709, 'name': 'Place de la Fraternité', 'dateOuverture': '2018-05-15', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 0, 'latitude': '48.85705039474382', 'longitude': '2.42254995670978', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85705039474382,2.42254995670978'}",2018-05-15
Varenne,"48.85720,2.31528",47,7884.0,7843,"{'code': 7015, 'codeStr': '07015', 'name': 'Varenne', 'dateOuverture': '2018-03-27', 'state': 'Operative', 'nbBike': 9, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 35, 'nbEDock': 0, 'latitude': '48.85729011846311', 'longitude': '2.31530968318177', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85729011846311,2.31530968318177'}",2018-03-27
La Motte-Picquet - La Tour Maubourg,"48.85723,2.30941",40,9426.0,7866,"{'code': 7017, 'codeStr': '07017', 'name': 'La Motte-Piquet La Tour Maubourg', 'dateOuverture': '2018-10-05', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 33, 'nbEDock': 0, 'latitude': '48.85723160000000', 'longitude': '2.30941360000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85723160000000,2.30941360000000'}",2018-10-05
Senard - Charles Blum,"48.85732,2.22109",24,3101.0,7866,,
Place de l'Hôtel de Ville,"48.85733,2.35146",14,10959.0,7866,"{'code': 4017, 'codeStr': '04017', 'name': ""Place de l'hôtel de Ville"", 'dateOuverture': '2018-02-12', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 4, 'nbEDock': 0, 'latitude': '48.85733140000000', 'longitude': '2.35145800000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85733140000000,2.35145800000000'}",2018-02-12
Place de la Porte de Passy,"48.85734,2.26442",36,6215.0,7866,"{'code': 16020, 'codeStr': 16020, 'name': 'Place de la Porte de Passy', 'dateOuverture': '2018-08-22', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 35, 'nbEDock': 0, 'latitude': '48.85738200000000', 'longitude': '2.26427700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85738200000000,2.26427700000000'}",2018-08-22
Archives - Rivoli,"48.85735,2.35398",25,11177.0,7866,"{'code': 4103, 'codeStr': '04103', 'name': 'Archives - Rivoli', 'dateOuverture': '2018-07-06', 'state': 'Operative', 'nbBike': 17, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 0, 'latitude': '48.85720378769709', 'longitude': '2.35897627361878', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85720378769709,2.35897627361878'}",2018-07-06
François Debergue - Croix de Chavaux,"48.85742,2.43758",57,8541.0,7866,,
Paris - Désiré Préaux,"48.85743,2.43230",49,8150.0,7866,"{'code': 31007, 'codeStr': 31007, 'name': 'Paris - Désiré Préaux', 'dateOuverture': '2018-10-04', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 47, 'nbEDock': 25, 'latitude': '48.85736400000000', 'longitude': '2.43215810000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85736400000000,2.43215810000000'}",2018-10-04
Jean Bologne - Passy,"48.85757,2.28003",19,4602.0,7866,"{'code': 16022, 'codeStr': 16022, 'name': 'Jean Bologne - Passy', 'dateOuverture': '2018-01-18', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 0, 'latitude': '48.85756688978447', 'longitude': '2.28002739530677', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85756688978447,2.28002739530677'}",2018-01-18
Institut de France,"48.85762,2.33583",17,6818.0,7866,"{'code': 6001, 'codeStr': '06001', 'name': 'Institut de France', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 5, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 0, 'latitude': '48.85761567856468', 'longitude': '2.33583135303774', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85761567856468,2.33583135303774'}",2018-01-01
Saint-Cloud - Hippodrome,"48.85772,2.25491",30,4401.0,7866,"{'code': 16138, 'codeStr': 16138, 'name': 'Saint-Cloud - Hippodrome', 'dateOuverture': '2019-10-10', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 29, 'nbEDock': 0, 'latitude': '48.89212600000000', 'longitude': '2.30943700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89212600000000,2.30943700000000'}",2019-10-10
Place de Passy,"48.85780,2.27750",15,6868.0,7866,"{'code': 16043, 'codeStr': 16043, 'name': 'Place de passy', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 9, 'nbEDock': 0, 'latitude': '48.85780291711202', 'longitude': '2.27750054694220', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85780291711202,2.27750054694220'}",2018-01-01
Mairie du 7ème,"48.85780,2.31927",27,6206.0,7866,"{'code': 7102, 'codeStr': '07102', 'name': 'Mairie du 7 eme', 'dateOuverture': '2018-03-16', 'state': 'Operative', 'nbBike': 19, 'nbEbike': 10, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 0, 'latitude': '48.85779670000000', 'longitude': '2.31926640000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85779670000000,2.31926640000000'}",2018-03-16
Victoria - Place du Chatelet,"48.85799,2.34692",22,9864.0,7800,"{'code': 1002, 'codeStr': '01002', 'name': 'Victoria - Place du Chatelet', 'dateOuverture': '2018-03-26', 'state': 'Operative', 'nbBike': 13, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 1, 'nbEDock': 0, 'latitude': '48.85794009296303', 'longitude': '2.34701005811449', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85794009296303,2.34701005811449'}",2018-03-26
Saint-Bon - Rivoli,"48.85800,2.35022",19,8265.0,7866,"{'code': 4018, 'codeStr': '04018', 'name': 'Saint-Bon - Rivoli', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 9, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 1, 'nbEDock': 0, 'latitude': '48.85799964331493', 'longitude': '2.35021728097635', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85799964331493,2.35021728097635'}",2018-01-01
Roquette - Auguste Laurent,"48.85800,2.38180",16,10071.0,7866,"{'code': 11022, 'codeStr': 11022, 'name': 'Roquette - Auguste Laurent', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 4, 'latitude': '48.85800190602335', 'longitude': '2.38179770265078', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85800190602335,2.38179770265078'}",2018-01-01
Beaumarchais - Saint-Gilles,"48.85804,2.36794",51,12151.0,7777,"{'code': 3001, 'codeStr': '03001', 'name': 'Beaumarchais - Saint-Gilles', 'dateOuverture': '2018-06-27', 'state': 'Operative', 'nbBike': 40, 'nbEbike': 9, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 1, 'nbEDock': 0, 'latitude': '48.85803780000000', 'longitude': '2.36793520000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85803780000000,2.36793520000000'}",2018-06-27
Rapp - Place du Général Gouraud,"48.85810,2.30041",31,10963.0,7866,"{'code': 7024, 'codeStr': '07024', 'name': 'Rapp - Place du Général Gouraud', 'dateOuverture': '2018-02-22', 'state': 'Operative', 'nbBike': 11, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 0, 'latitude': '48.85810288510693', 'longitude': '2.30040729045868', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85810288510693,2.30040729045868'}",2018-02-22
Saint-Gilles - Turenne,"48.85816,2.36471",18,11449.0,7866,"{'code': 3002, 'codeStr': '03002', 'name': 'Saint-Gilles - Turenne', 'dateOuverture': '2018-03-09', 'state': 'Operative', 'nbBike': 9, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 1, 'nbEDock': 0, 'latitude': '48.85815895677863', 'longitude': '2.36471499209919', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85815895677863,2.36471499209919'}",2018-03-09
Vieille du Temple - Francs Bourgeois,"48.85826,2.35822",29,12884.0,7866,"{'code': 4013, 'codeStr': '04013', 'name': 'Vieille du Temple - Francs Bourgeois', 'dateOuverture': '2018-03-02', 'state': 'Operative', 'nbBike': 8, 'nbEbike': 15, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 2, 'nbEDock': 6, 'latitude': '48.85825641336582', 'longitude': '2.35821794718504', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85825641336582,2.35821794718504'}",2018-03-02
Villersexel - Saint-Germain,"48.85830,2.32379",16,6003.0,7841,"{'code': 7008, 'codeStr': '07008', 'name': 'Villersexel - Saint-Germain', 'dateOuverture': '2018-02-21', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 7, 'nbEDock': 0, 'latitude': '48.85890669737897', 'longitude': '2.32318360358477', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85890669737897,2.32318360358477'}",2018-02-21
Pont-Neuf - Quai du Louvre,"48.85830,2.34237",30,2223.0,3093,"{'code': 1001, 'codeStr': '01001', 'name': ""Quai de l'Horloge - Pont Neuf"", 'dateOuverture': '2018-07-16', 'state': 'Operative', 'nbBike': 8, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.85723089742852', 'longitude': '2.34170895069838', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85723089742852,2.34170895069838'}",2018-07-16
François Ponsard - La Muette ,"48.85837,2.27445",23,7367.0,7866,"{'code': 16021, 'codeStr': 16021, 'name': 'François Ponsard - La Muette ', 'dateOuverture': '2018-01-30', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 12, 'nbEDock': 0, 'latitude': '48.85836660000000', 'longitude': '2.27445150000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85836660000000,2.27445150000000'}",2018-01-30
Charonne - Pierre Bayle,"48.85845,2.39040",23,8450.0,7866,"{'code': 11021, 'codeStr': 11021, 'name': 'Charonne - Pierre Bayle', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 19, 'nbEDock': 3, 'latitude': '48.85844505426191', 'longitude': '2.39039812238911', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85844505426191,2.39039812238911'}",2018-01-01
Passy - Place du Costa Rica,"48.85849,2.28397",33,10507.0,7866,"{'code': 16023, 'codeStr': 16023, 'name': 'Passy - Place du Costa Rica', 'dateOuverture': '2018-01-23', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 11, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 19, 'nbEDock': 0, 'latitude': '48.85848930000000', 'longitude': '2.28396550000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85848930000000,2.28396550000000'}",2018-01-23
Centenaire - Sorins,"48.85854,2.42735",45,6812.0,7866,"{'code': 31013, 'codeStr': 31013, 'name': 'Centenaire Sorins', 'dateOuverture': '2018-06-26', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 38, 'nbEDock': 0, 'latitude': '48.85855618916907', 'longitude': '2.42711987346411', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.85855618916907,2.42711987346411'}",2018-06-26
